,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
10,Toosie Slide,Drake,28904803.0,OVO,2020-04-03 00:00:00+00:00,18,384867,2020-05-16 00:00:00+00:00,-1.14285714285714,19.0,4,2020-05-05 00:00:00+00:00,106,10,546474,2020-05-09 00:00:00+00:00,18,384867,2020-05-16 00:00:00+00:00
11,Party Girl,StaySolidRocky,29155495.0,Columbia,2020-04-21 00:00:00+00:00,19,375234,2020-05-16 00:00:00+00:00,,17.0,17,2020-05-15 00:00:00+00:00,32,17,397815,2020-05-15 00:00:00+00:00,19,375234,2020-05-16 00:00:00+00:00
12,MUA！,biancajramirez123,,,,20,351413,2020-05-16 00:00:00+00:00,-0.285714285714286,20.0,13,2020-05-13 00:00:00+00:00,123,18,386841,2020-05-09 00:00:00+00:00,20,351413,2020-05-16 00:00:00+00:00
13,I'm Just a Kid,Simple Plan,15073090.0,Rhino Atlantic,2018-04-06 00:00:00+00:00,21,349043,2020-05-16 00:00:00+00:00,-1.71428571428571,22.0,7,2020-04-29 00:00:00+00:00,135,9,553661,2020-05-09 00:00:00+00:00,21,349043,2020-05-16 00:00:00+00:00
14,Put your pants on,choirabi,,,,22,342695,2020-05-16 00:00:00+00:00,,21.0,16,2020-05-19 00:00:00+00:00,43,19,341694,2020-05-14 00:00:00+00:00,22,342695,2020-05-16 00:00:00+00:00
15,Woah,KRYPTO9095,22809467.0,KSG Records,2019-03-29 00:00:00+00:00,23,338324,2020-05-16 00:00:00+00:00,-1.0,25.0,16,2020-05-12 00:00:00+00:00,126,16,402913,2020-05-09 00:00:00+00:00,23,338324,2020-05-16 00:00:00+00:00
16,Lose Control,Meduza & Becky Hill & Goodboys,25866511.0,Virgin,2019-10-11 00:00:00+00:00,24,335407,2020-05-16 00:00:00+00:00,-2.28571428571429,23.0,5,2020-04-16 00:00:00+00:00,133,8,582163,2020-05-09 00:00:00+00:00,24,335407,2020-05-16 00:00:00+00:00
17,2002 (Remix),Jayrous Morales,19411575.0,Shaun Reynolds,2018-05-11 00:00:00+00:00,26,287976,2020-05-16 00:00:00+00:00,-1.57142857142857,31.0,7,2020-04-01 00:00:00+00:00,128,15,410490,2020-05-09 00:00:00+00:00,26,287976,2020-05-16 00:00:00+00:00
18,Say So x Like That x Do It Again,goalsounds,,,,27,285165,2020-05-16 00:00:00+00:00,,27.0,14,2020-05-12 00:00:00+00:00,39,14,359438,2020-05-12 00:00:00+00:00,27,285165,2020-05-16 00:00:00+00:00
19,Show me,freakytunes,,,,28,278765,2020-05-16 00:00:00+00:00,,28.0,25,2020-05-14 00:00:00+00:00,7,25,279633,2020-05-14 00:00:00+00:00,28,278765,2020-05-16 00:00:00+00:00
20,Do It Again,Pia Mia,15934429.0,Wolfpack/Interscope,2015-05-04 00:00:00+00:00,29,278099,2020-05-16 00:00:00+00:00,-2.42857142857143,26.0,1,2020-04-25 00:00:00+00:00,60,12,459567,2020-05-09 00:00:00+00:00,29,278099,2020-05-16 00:00:00+00:00
21,Captain Hook,Megan Thee Stallion,28677613.0,300 Entertainment,2020-03-06 00:00:00+00:00,30,271039,2020-05-16 00:00:00+00:00,-2.42857142857143,29.0,5,2020-04-21 00:00:00+00:00,53,13,456338,2020-05-09 00:00:00+00:00,30,271039,2020-05-16 00:00:00+00:00
22,Pew Pew Pew,Auntie Hammy,19937236.0,Hamshop Media,2018-06-01 00:00:00+00:00,32,253499,2020-05-16 00:00:00+00:00,-2.14285714285714,34.0,6,2020-04-13 00:00:00+00:00,85,17,390550,2020-05-09 00:00:00+00:00,32,253499,2020-05-16 00:00:00+00:00
23,Kasih Slow,Nonna 3In1,,,,33,252598,2020-05-16 00:00:00+00:00,-0.714285714285714,38.0,14,2020-06-02 00:00:00+00:00,93,28,329461,2020-05-09 00:00:00+00:00,33,252598,2020-05-16 00:00:00+00:00
24,Goa Beach,Tony Kakkar,28457120.0,Desi Music Factory,2020-02-11 00:00:00+00:00,34,251875,2020-05-16 00:00:00+00:00,-4.14285714285714,32.0,5,2020-05-09 00:00:00+00:00,80,5,678748,2020-05-09 00:00:00+00:00,34,251875,2020-05-16 00:00:00+00:00
25,Sup cutie,bella.that.gsd,,,,35,251839,2020-05-16 00:00:00+00:00,,33.0,30,2020-05-18 00:00:00+00:00,7,30,252843,2020-05-14 00:00:00+00:00,35,251839,2020-05-16 00:00:00+00:00
26,mua mua,Miya쌤,,,,37,230442,2020-05-16 00:00:00+00:00,-1.85714285714286,45.0,3,2020-06-10 00:00:00+00:00,144,24,353557,2020-05-09 00:00:00+00:00,37,230442,2020-05-16 00:00:00+00:00
27,Surrender,Natalie Taylor,14341447.0,Natalie Taylor,2015-10-29 00:00:00+00:00,38,228111,2020-05-16 00:00:00+00:00,0.0,48.0,25,2020-06-10 00:00:00+00:00,121,38,247979,2020-05-09 00:00:00+00:00,38,228111,2020-05-16 00:00:00+00:00
28,Supalonely (feat. Gus Dapperton),BENEE,27219667.0,Republic Records,2019-11-15 00:00:00+00:00,39,227037,2020-05-16 00:00:00+00:00,-2.71428571428571,35.0,2,2020-04-01 00:00:00+00:00,78,20,365790,2020-05-09 00:00:00+00:00,39,227037,2020-05-16 00:00:00+00:00
29,Cannibal X Whats My Name X Savage,rapidsongs,,,,40,226474,2020-05-16 00:00:00+00:00,-3.71428571428571,36.0,3,2020-04-21 00:00:00+00:00,66,14,431826,2020-05-09 00:00:00+00:00,40,226474,2020-05-16 00:00:00+00:00
30,Snake,Lil Keed,24046736.0,300 Entertainment,2019-06-14 00:00:00+00:00,42,225569,2020-05-16 00:00:00+00:00,-2.71428571428571,40.0,9,2020-05-04 00:00:00+00:00,88,23,358492,2020-05-09 00:00:00+00:00,42,225569,2020-05-16 00:00:00+00:00
31,I Like Him,Princess Nokia,28590283.0,Platoon,2020-02-26 00:00:00+00:00,44,218622,2020-05-16 00:00:00+00:00,-3.14285714285714,44.0,22,2020-05-09 00:00:00+00:00,60,22,358601,2020-05-09 00:00:00+00:00,44,218622,2020-05-16 00:00:00+00:00
32,death bed (coffee for your head),Powfu & beabadoobee,28419993.0,Columbia,2020-02-08 00:00:00+00:00,46,213692,2020-05-16 00:00:00+00:00,-2.14285714285714,46.0,16,2020-04-01 00:00:00+00:00,104,31,288133,2020-05-09 00:00:00+00:00,46,213692,2020-05-16 00:00:00+00:00
33,feeling,BCD Studio-LI,,,,47,209534,2020-05-16 00:00:00+00:00,-1.85714285714286,47.0,14,2020-02-12 00:00:00+00:00,150,34,266192,2020-05-09 00:00:00+00:00,47,209534,2020-05-16 00:00:00+00:00
34,Savage Tiger King Edition,calebjaxin,,,,48,209154,2020-05-16 00:00:00+00:00,-3.85714285714286,41.0,3,2020-04-16 00:00:00+00:00,67,21,364649,2020-05-09 00:00:00+00:00,48,209154,2020-05-16 00:00:00+00:00
35,Young Thug - Relationship (feat. Future),oouumanii_,15093585.0,Atlantic Records,2017-06-16 00:00:00+00:00,50,204053,2020-05-16 00:00:00+00:00,-4.42857142857143,39.0,1,2020-02-26 00:00:00+00:00,78,19,373980,2020-05-09 00:00:00+00:00,50,204053,2020-05-16 00:00:00+00:00
36,Oops！,PauPau 🇵🇭,,,,51,202494,2020-05-16 00:00:00+00:00,-3.42857142857143,50.0,15,2020-05-04 00:00:00+00:00,84,27,335723,2020-05-09 00:00:00+00:00,51,202494,2020-05-16 00:00:00+00:00
37,Hareudang Panas,TetehAcaaa,29504443.0,Indiefy,2020-05-11 00:00:00+00:00,53,197140,2020-05-16 00:00:00+00:00,-3.85714285714286,54.0,16,2020-05-04 00:00:00+00:00,68,26,352736,2020-05-09 00:00:00+00:00,53,197140,2020-05-16 00:00:00+00:00
38,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,54,191305,2020-05-16 00:00:00+00:00,-6.14285714285714,52.0,11,2020-05-09 00:00:00+00:00,61,11,464986,2020-05-09 00:00:00+00:00,54,191305,2020-05-16 00:00:00+00:00
39,Its YOU,iamsebastianbetancur,,,,55,186364,2020-05-16 00:00:00+00:00,,56.0,52,2020-05-19 00:00:00+00:00,7,55,186953,2020-05-14 00:00:00+00:00,55,186364,2020-05-16 00:00:00+00:00
40,Я дома,Даня Милохин,29186662.0,Wildjam Music,2020-04-24 00:00:00+00:00,58,179492,2020-05-16 00:00:00+00:00,-2.71428571428571,68.0,24,2020-06-02 00:00:00+00:00,53,39,240132,2020-05-09 00:00:00+00:00,58,179492,2020-05-16 00:00:00+00:00
41,Kanta Laga Mix,Dj Chetas,,,,60,174843,2020-05-16 00:00:00+00:00,-4.42857142857143,57.0,24,2020-05-05 00:00:00+00:00,42,29,320049,2020-05-09 00:00:00+00:00,60,174843,2020-05-16 00:00:00+00:00
42,WOAH remix,raullcabello2,,,,61,174053,2020-05-16 00:00:00+00:00,-4.0,60.0,6,2020-04-01 00:00:00+00:00,85,33,266519,2020-05-09 00:00:00+00:00,61,174053,2020-05-16 00:00:00+00:00
43,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,62,173948,2020-05-16 00:00:00+00:00,,55.0,43,2020-05-14 00:00:00+00:00,60,43,223665,2020-05-14 00:00:00+00:00,62,173948,2020-05-16 00:00:00+00:00
44,Dont let nobody bully u bruh,fatimatheschooljuuler,,,,63,173839,2020-05-16 00:00:00+00:00,,63.0,63,2020-05-16 00:00:00+00:00,7,63,174239,2020-05-14 00:00:00+00:00,63,173839,2020-05-16 00:00:00+00:00
45,Favorito,Camilo,28855400.0,Sony Music Latin,2020-03-26 00:00:00+00:00,64,172893,2020-05-16 00:00:00+00:00,10.1428571428571,74.0,60,2020-05-13 00:00:00+00:00,86,135,83340,2020-05-09 00:00:00+00:00,64,172893,2020-05-16 00:00:00+00:00
46,Kalla Sohna Nai,Neha Kakkar,28796976.0,,,66,170086,2020-05-16 00:00:00+00:00,1.14285714285714,64.0,19,2020-06-07 00:00:00+00:00,64,74,148281,2020-05-09 00:00:00+00:00,66,170086,2020-05-16 00:00:00+00:00
47,Can We Kiss Forever?,Kina,20497349.0,Kinamood,2018-08-31 00:00:00+00:00,68,169841,2020-05-16 00:00:00+00:00,,260.0,10,2020-03-06 00:00:00+00:00,77,68,169841,2020-05-16 00:00:00+00:00,68,169841,2020-05-16 00:00:00+00:00
48,LMK,lilxxel,29404636.0,300 Entertainment,2020-05-07 00:00:00+00:00,71,166774,2020-05-16 00:00:00+00:00,,65.0,34,2020-05-12 00:00:00+00:00,35,34,219167,2020-05-12 00:00:00+00:00,71,166774,2020-05-16 00:00:00+00:00
49,Float on the Sound (Ey),Tiagz,27807274.0,736948 Records DK,2019-09-13 00:00:00+00:00,76,158294,2020-05-16 00:00:00+00:00,-4.85714285714286,70.0,22,2020-04-27 00:00:00+00:00,71,42,232849,2020-05-09 00:00:00+00:00,76,158294,2020-05-16 00:00:00+00:00
50,AhiChallenge,elrodcontreras,28459077.0,2020 Nfasis,2020-02-09 00:00:00+00:00,77,157576,2020-05-16 00:00:00+00:00,-5.85714285714286,71.0,5,2020-02-18 00:00:00+00:00,91,36,257410,2020-05-09 00:00:00+00:00,77,157576,2020-05-16 00:00:00+00:00
51,Hit It,Yung Skrrt,28847010.0,-,2019-07-27 00:00:00+00:00,78,155794,2020-05-16 00:00:00+00:00,-5.0,85.0,37,2020-05-04 00:00:00+00:00,97,43,225357,2020-05-09 00:00:00+00:00,78,155794,2020-05-16 00:00:00+00:00
52,nursery,bbno$,22461520.0,no records,2019-01-25 00:00:00+00:00,80,151996,2020-05-16 00:00:00+00:00,,152.0,11,2020-05-23 00:00:00+00:00,58,682,11613,2020-05-11 00:00:00+00:00,80,151996,2020-05-16 00:00:00+00:00
53,Just like that come my way,jordanaudiož,,,,81,151880,2020-05-16 00:00:00+00:00,-7.28571428571429,78.0,8,2020-04-09 00:00:00+00:00,67,30,293823,2020-05-09 00:00:00+00:00,81,151880,2020-05-16 00:00:00+00:00
54,Roses - Imanbek Remix,SAINt JHN,28795304.0,b1,2020-03-20 00:00:00+00:00,82,151508,2020-05-16 00:00:00+00:00,-4.85714285714286,61.0,31,2020-05-23 00:00:00+00:00,44,48,200520,2020-05-09 00:00:00+00:00,82,151508,2020-05-16 00:00:00+00:00
55,ily (i love you baby),Surf Mesa,27755710.0,Surf Mesa,2019-11-26 00:00:00+00:00,83,151200,2020-05-16 00:00:00+00:00,-1.42857142857143,83.0,27,2020-07-02 00:00:00+00:00,99,73,148789,2020-05-09 00:00:00+00:00,83,151200,2020-05-16 00:00:00+00:00
56,Make Some TikTok,TikTok,24008840.0,DANCEANDLOVE,2019-05-22 00:00:00+00:00,86,149252,2020-05-16 00:00:00+00:00,-4.57142857142857,91.0,29,2020-02-26 00:00:00+00:00,150,54,187367,2020-05-09 00:00:00+00:00,86,149252,2020-05-16 00:00:00+00:00
57,Kesha - Take It Off,很傻的小沙雕｛鬼滅之刃｝,15674027.0,Universal Music Strategic Marketing,2010-10-08 00:00:00+00:00,87,147534,2020-05-16 00:00:00+00:00,-3.57142857142857,88.0,28,2020-04-01 00:00:00+00:00,103,62,166665,2020-05-09 00:00:00+00:00,87,147534,2020-05-16 00:00:00+00:00
58,Goyang Mama Muda,ateng,,,,88,146863,2020-05-16 00:00:00+00:00,-7.57142857142857,82.0,11,2020-04-20 00:00:00+00:00,81,35,257771,2020-05-09 00:00:00+00:00,88,146863,2020-05-16 00:00:00+00:00
59,Boys Aint Sht by SAYGRACE Becky G Remix,goalsounds,,,,90,143893,2020-05-16 00:00:00+00:00,-7.57142857142857,84.0,29,2020-05-04 00:00:00+00:00,57,37,251944,2020-05-09 00:00:00+00:00,90,143893,2020-05-16 00:00:00+00:00
60,BORED IN THE HOUSE,Curtis Roach,28844676.0,Curtis Roach,2020-03-23 00:00:00+00:00,92,141974,2020-05-16 00:00:00+00:00,-7.28571428571429,86.0,5,2020-04-13 00:00:00+00:00,81,41,234199,2020-05-09 00:00:00+00:00,92,141974,2020-05-16 00:00:00+00:00
61,Pump,Valentino Khan,16090524.0,Mad Decent,2017-05-26 00:00:00+00:00,93,138398,2020-05-16 00:00:00+00:00,-6.0,90.0,15,2020-02-17 00:00:00+00:00,152,51,193325,2020-05-09 00:00:00+00:00,93,138398,2020-05-16 00:00:00+00:00
62,What If (I Told You I Like You),Johnny Orlando & Mackenzie Ziegler,19251938.0,"UMG Recordings, Inc.",2018-06-15 00:00:00+00:00,96,133856,2020-05-16 00:00:00+00:00,-5.14285714285714,95.0,3,2020-08-05 00:00:00+00:00,103,60,172573,2020-05-09 00:00:00+00:00,96,133856,2020-05-16 00:00:00+00:00
63,Old Time Road,goalsounds,,,,97,131796,2020-05-16 00:00:00+00:00,-0.285714285714286,108.0,46,2020-04-23 00:00:00+00:00,67,95,117738,2020-05-09 00:00:00+00:00,97,131796,2020-05-16 00:00:00+00:00
64,Instagram BLIND.SEE,blind.see,,,,98,129997,2020-05-16 00:00:00+00:00,-7.0,96.0,34,2020-05-03 00:00:00+00:00,55,49,194588,2020-05-09 00:00:00+00:00,98,129997,2020-05-16 00:00:00+00:00
65,"1, 2, 3, 4 (One, Two, Three, Four) - Fun Elektro Mix",Funbeat,21819135.0,Gardenia Records,2012-01-01 00:00:00+00:00,100,128013,2020-05-16 00:00:00+00:00,-4.71428571428571,105.0,31,2020-06-02 00:00:00+00:00,151,67,158900,2020-05-09 00:00:00+00:00,100,128013,2020-05-16 00:00:00+00:00
66,Myself,Bazzi,19040153.0,iamcosmic,2018-04-12 00:00:00+00:00,101,127740,2020-05-16 00:00:00+00:00,-6.85714285714286,103.0,48,2020-06-08 00:00:00+00:00,130,53,193059,2020-05-09 00:00:00+00:00,101,127740,2020-05-16 00:00:00+00:00
67,Soap,Melanie_Martinez,15090187.0,Atlantic Records,2015-08-14 00:00:00+00:00,102,127324,2020-05-16 00:00:00+00:00,,,4,2020-06-13 00:00:00+00:00,21,102,127324,2020-05-16 00:00:00+00:00,102,127324,2020-05-16 00:00:00+00:00
68,Safaera,Bad Bunny & Jowell & Randy & Nengo Flow,,,,104,122665,2020-05-16 00:00:00+00:00,-5.71428571428571,101.0,48,2020-05-05 00:00:00+00:00,63,64,164084,2020-05-09 00:00:00+00:00,104,122665,2020-05-16 00:00:00+00:00
69,だめ演技力面接,まるこ,,,,105,122393,2020-05-16 00:00:00+00:00,-6.85714285714286,100.0,49,2020-05-06 00:00:00+00:00,83,57,179332,2020-05-09 00:00:00+00:00,105,122393,2020-05-16 00:00:00+00:00
70,Ты мой кайф,Джаро & Ханза,28330804.0,А+/Студия СОЮЗ,2020-01-29 00:00:00+00:00,106,121477,2020-05-16 00:00:00+00:00,-7.28571428571429,97.0,48,2020-04-28 00:00:00+00:00,97,55,185124,2020-05-09 00:00:00+00:00,106,121477,2020-05-16 00:00:00+00:00
71,Moto,Diler Kharkiya,28227735.0,Dil Music,2020-01-06 00:00:00+00:00,110,117972,2020-05-16 00:00:00+00:00,-10.0,139.0,19,2020-06-02 00:00:00+00:00,56,40,237281,2020-05-09 00:00:00+00:00,110,117972,2020-05-16 00:00:00+00:00
72,Why on gods green earth is this audio so popular,timaeasstestified,,,,111,117553,2020-05-16 00:00:00+00:00,,106.0,106,2020-05-15 00:00:00+00:00,7,106,117672,2020-05-14 00:00:00+00:00,111,117553,2020-05-16 00:00:00+00:00
73,Hips Dont Lie by Shakira,goalsounds,15778873.0,Now! Music,2015-06-19 00:00:00+00:00,113,115812,2020-05-16 00:00:00+00:00,-5.0,133.0,27,2020-04-09 00:00:00+00:00,99,78,145840,2020-05-09 00:00:00+00:00,113,115812,2020-05-16 00:00:00+00:00
74,human,Christina Perri,15088012.0,Legacy Recordings,2014-12-01 00:00:00+00:00,114,115602,2020-05-16 00:00:00+00:00,,98.0,83,2020-05-14 00:00:00+00:00,83,83,149115,2020-05-14 00:00:00+00:00,114,115602,2020-05-16 00:00:00+00:00
75,Say So,Doja Cat,26951096.0,Kemosabe Records/RCA Records,2019-11-07 00:00:00+00:00,121,110836,2020-05-16 00:00:00+00:00,-10.1428571428571,111.0,3,2020-02-12 00:00:00+00:00,108,50,193375,2020-05-09 00:00:00+00:00,121,110836,2020-05-16 00:00:00+00:00
76,i love you,apathetic.songs,,,,125,109271,2020-05-16 00:00:00+00:00,-6.85714285714286,121.0,55,2020-02-26 00:00:00+00:00,103,77,146691,2020-05-09 00:00:00+00:00,125,109271,2020-05-16 00:00:00+00:00
77,Hello Peppah,music.track,,,,126,108970,2020-05-16 00:00:00+00:00,,124.0,117,2020-05-19 00:00:00+00:00,14,124,107520,2020-05-14 00:00:00+00:00,126,108970,2020-05-16 00:00:00+00:00
78,Dance Monkey,Tones and I,22955238.0,Bad Batch Records,2019-05-10 00:00:00+00:00,127,108653,2020-05-16 00:00:00+00:00,-7.28571428571429,115.0,13,2020-06-09 00:00:00+00:00,107,76,147444,2020-05-09 00:00:00+00:00,127,108653,2020-05-16 00:00:00+00:00
79,Sunday Best by Surfaces,rapidsongs,22259898.0,Surfaces Music,2019-01-06 00:00:00+00:00,128,107525,2020-05-16 00:00:00+00:00,-12.0,109.0,1,2020-03-10 00:00:00+00:00,65,44,218242,2020-05-09 00:00:00+00:00,128,107525,2020-05-16 00:00:00+00:00
80,Patatak,mihnea.craciun,,,,132,105324,2020-05-16 00:00:00+00:00,-8.71428571428571,129.0,28,2020-01-29 00:00:00+00:00,115,71,151725,2020-05-09 00:00:00+00:00,132,105324,2020-05-16 00:00:00+00:00
81,DJ Yames Mashup 2,dj_yames,,,,133,105061,2020-05-16 00:00:00+00:00,-11.5714285714286,116.0,2,2020-04-06 00:00:00+00:00,75,52,193289,2020-05-09 00:00:00+00:00,133,105061,2020-05-16 00:00:00+00:00
82,Mãi bên nhau bạn nhé,𝔙ũ 𝔗𝔯ườ𝔫𝔤 Đạ𝔱,,,,135,103800,2020-05-16 00:00:00+00:00,,126.0,58,2020-05-12 00:00:00+00:00,75,58,140604,2020-05-12 00:00:00+00:00,135,103800,2020-05-16 00:00:00+00:00
83,Something New (feat. Ty Dolla $ign),Wiz Khalifa,16794851.0,Taylor Gang/Atlantic,2018-07-13 00:00:00+00:00,137,102430,2020-05-16 00:00:00+00:00,-6.14285714285714,135.0,18,2020-04-01 00:00:00+00:00,75,94,118941,2020-05-09 00:00:00+00:00,137,102430,2020-05-16 00:00:00+00:00
84,Memories (Drinks Bring Back),Ajay Stephens,26849242.0,Creatives Of,2019-10-12 00:00:00+00:00,138,100933,2020-05-16 00:00:00+00:00,-9.71428571428571,136.0,42,2020-04-29 00:00:00+00:00,132,70,152595,2020-05-09 00:00:00+00:00,138,100933,2020-05-16 00:00:00+00:00
85,Karin dan Dewi (remix),TramAnh🙆‍♀️❌,,,,140,100128,2020-05-16 00:00:00+00:00,-6.28571428571429,176.0,8,2020-06-02 00:00:00+00:00,152,96,117154,2020-05-09 00:00:00+00:00,140,100128,2020-05-16 00:00:00+00:00
86,TransitionChallenge,xforgotten_audiosx,,,,143,99803,2020-05-16 00:00:00+00:00,43.2857142857143,223.0,20,2020-05-23 00:00:00+00:00,97,446,18022,2020-05-09 00:00:00+00:00,143,99803,2020-05-16 00:00:00+00:00
87,CatchTheSplashChallenge,robirawks_,,,,144,98234,2020-05-16 00:00:00+00:00,-12.5714285714286,131.0,16,2020-04-30 00:00:00+00:00,52,56,179713,2020-05-09 00:00:00+00:00,144,98234,2020-05-16 00:00:00+00:00
88,Skechers,DripReport,28242824.0,1470214 Records DK,2020-01-12 00:00:00+00:00,146,95236,2020-05-16 00:00:00+00:00,-12.5714285714286,134.0,32,2020-04-13 00:00:00+00:00,79,58,177741,2020-05-09 00:00:00+00:00,146,95236,2020-05-16 00:00:00+00:00
89,AY AY AY,Q Park,28268818.0,TOIGHT Music,2020-01-22 00:00:00+00:00,147,94797,2020-05-16 00:00:00+00:00,-1.0,141.0,39,2020-04-01 00:00:00+00:00,94,140,79688,2020-05-09 00:00:00+00:00,147,94797,2020-05-16 00:00:00+00:00
90,One Call Away,Charlie Puth,15090520.0,Now! Music,2016-03-18 00:00:00+00:00,148,94193,2020-05-16 00:00:00+00:00,-7.14285714285714,159.0,33,2020-02-05 00:00:00+00:00,117,98,114354,2020-05-09 00:00:00+00:00,148,94193,2020-05-16 00:00:00+00:00
91,Run free,Deep Chills feat. IVIE,13646389.0,Miami Beats,2017-08-18 00:00:00+00:00,149,93906,2020-05-16 00:00:00+00:00,-6.0,153.0,57,2020-07-17 00:00:00+00:00,94,107,106236,2020-05-09 00:00:00+00:00,149,93906,2020-05-16 00:00:00+00:00
92,Oh Nanana - Remix,dj 6rb & Bonde R300,14710643.0,Granfino produções,2017-03-22 00:00:00+00:00,150,93402,2020-05-16 00:00:00+00:00,-9.42857142857143,145.0,57,2020-04-13 00:00:00+00:00,88,84,128820,2020-05-09 00:00:00+00:00,150,93402,2020-05-16 00:00:00+00:00
93,321.. Mmuah..,TikTok Fashion,,,,151,92277,2020-05-16 00:00:00+00:00,-8.71428571428571,146.0,29,2020-02-06 00:00:00+00:00,114,90,124868,2020-05-09 00:00:00+00:00,151,92277,2020-05-16 00:00:00+00:00
94,Semua berlalu remix,poniputra🔂,,,,152,89806,2020-05-16 00:00:00+00:00,-8.71428571428571,144.0,66,2020-04-19 00:00:00+00:00,73,91,123176,2020-05-09 00:00:00+00:00,152,89806,2020-05-16 00:00:00+00:00
95,TraChallenge2,elrodcontreras,,,,156,88944,2020-05-16 00:00:00+00:00,-10.7142857142857,151.0,44,2020-04-20 00:00:00+00:00,57,81,136841,2020-05-09 00:00:00+00:00,156,88944,2020-05-16 00:00:00+00:00
96,Chinese New Year,Sales,14305220.0,SALES,2014-09-22 00:00:00+00:00,159,87016,2020-05-16 00:00:00+00:00,,156.0,149,2020-05-19 00:00:00+00:00,7,156,87259,2020-05-14 00:00:00+00:00,159,87016,2020-05-16 00:00:00+00:00
97,Juanfran - Como Llora,edits_naho,28409031.0,DN7 Music,2020-02-07 00:00:00+00:00,161,86486,2020-05-16 00:00:00+00:00,,147.0,83,2020-06-02 00:00:00+00:00,82,147,90348,2020-05-15 00:00:00+00:00,161,86486,2020-05-16 00:00:00+00:00
98,Countdown,TikTok,,,,164,85715,2020-05-16 00:00:00+00:00,-10.2857142857143,172.0,40,2020-02-17 00:00:00+00:00,119,92,120705,2020-05-09 00:00:00+00:00,164,85715,2020-05-16 00:00:00+00:00
99,Rhythm thief but cursed,.hacky,,,,165,84697,2020-05-16 00:00:00+00:00,-16.8571428571429,143.0,2,2020-04-21 00:00:00+00:00,51,47,212503,2020-05-09 00:00:00+00:00,165,84697,2020-05-16 00:00:00+00:00
