,track_name,artist_name,cm_id,label,release_date,rank,weekly_posts,add_date,velocity,pre_rank,peak_rank,peak_date,time_on_chart,rank_week_start,weekly_posts_start,week_start_date,rank_week_end,weekly_posts_end,week_end_date
10,Lose Control,Meduza & Becky Hill & Goodboys,25866511.0,Virgin,2019-10-11 00:00:00+00:00,11,353884,2020-05-02 00:00:00+00:00,0.0,11,5,2020-04-16 00:00:00+00:00,133,11,518449,2020-04-25 00:00:00+00:00,11,353884,2020-05-02 00:00:00+00:00
11,Pew Pew Pew,Auntie Hammy,19937236.0,Hamshop Media,2018-06-01 00:00:00+00:00,12,352700,2020-05-02 00:00:00+00:00,-0.285714285714286,12,6,2020-04-13 00:00:00+00:00,85,10,541432,2020-04-25 00:00:00+00:00,12,352700,2020-05-02 00:00:00+00:00
12,Personal,HRVY,17799080.0,"UMG Recordings, Inc.",2018-01-19 00:00:00+00:00,13,337154,2020-05-02 00:00:00+00:00,0.0,14,7,2020-05-11 00:00:00+00:00,94,13,464019,2020-04-25 00:00:00+00:00,13,337154,2020-05-02 00:00:00+00:00
13,Rhythm thief but cursed,.hacky,,,,14,333904,2020-05-02 00:00:00+00:00,-1.57142857142857,13,2,2020-04-21 00:00:00+00:00,51,3,828838,2020-04-25 00:00:00+00:00,14,333904,2020-05-02 00:00:00+00:00
14,Snake,Lil Keed,24046736.0,300 Entertainment,2019-06-14 00:00:00+00:00,15,328432,2020-05-02 00:00:00+00:00,2.57142857142857,15,9,2020-05-04 00:00:00+00:00,88,33,274546,2020-04-25 00:00:00+00:00,15,328432,2020-05-02 00:00:00+00:00
15,Oops！,PauPau 🇵🇭,,,,16,321673,2020-05-02 00:00:00+00:00,1.0,16,15,2020-05-04 00:00:00+00:00,84,23,365307,2020-04-25 00:00:00+00:00,16,321673,2020-05-02 00:00:00+00:00
16,Hareudang Panas,TetehAcaaa,29504443.0,Indiefy,2020-05-11 00:00:00+00:00,17,315805,2020-05-02 00:00:00+00:00,,18,16,2020-05-04 00:00:00+00:00,68,17,412643,2020-04-28 00:00:00+00:00,17,315805,2020-05-02 00:00:00+00:00
17,Supalonely (feat. Gus Dapperton),BENEE,27219667.0,Republic Records,2019-11-15 00:00:00+00:00,18,311129,2020-05-02 00:00:00+00:00,-0.857142857142857,17,2,2020-04-01 00:00:00+00:00,78,12,499519,2020-04-25 00:00:00+00:00,18,311129,2020-05-02 00:00:00+00:00
18,CatchTheSplashChallenge,robirawks_,,,,19,297129,2020-05-02 00:00:00+00:00,,19,16,2020-04-30 00:00:00+00:00,52,18,337996,2020-04-29 00:00:00+00:00,19,297129,2020-05-02 00:00:00+00:00
19,Just like that come my way,jordanaudiož,,,,20,292054,2020-05-02 00:00:00+00:00,-0.857142857142857,20,8,2020-04-09 00:00:00+00:00,67,14,461058,2020-04-25 00:00:00+00:00,20,292054,2020-05-02 00:00:00+00:00
20,MUA！,biancajramirez123,,,,21,277622,2020-05-02 00:00:00+00:00,0.714285714285714,21,13,2020-05-13 00:00:00+00:00,123,26,338552,2020-04-25 00:00:00+00:00,21,277622,2020-05-02 00:00:00+00:00
21,2002 (Remix),Jayrous Morales,19411575.0,Shaun Reynolds,2018-05-11 00:00:00+00:00,22,275488,2020-05-02 00:00:00+00:00,-0.571428571428571,23,7,2020-04-01 00:00:00+00:00,128,18,406091,2020-04-25 00:00:00+00:00,22,275488,2020-05-02 00:00:00+00:00
22,Young Thug - Relationship (feat. Future),oouumanii_,15093585.0,Atlantic Records,2017-06-16 00:00:00+00:00,23,268064,2020-05-02 00:00:00+00:00,-1.14285714285714,22,1,2020-02-26 00:00:00+00:00,78,15,456983,2020-04-25 00:00:00+00:00,23,268064,2020-05-02 00:00:00+00:00
23,Woah,KRYPTO9095,22809467.0,KSG Records,2019-03-29 00:00:00+00:00,24,266816,2020-05-02 00:00:00+00:00,0.714285714285714,24,16,2020-05-12 00:00:00+00:00,126,29,294253,2020-04-25 00:00:00+00:00,24,266816,2020-05-02 00:00:00+00:00
24,death bed (coffee for your head),Powfu & beabadoobee,28419993.0,Columbia,2020-02-08 00:00:00+00:00,25,262732,2020-05-02 00:00:00+00:00,0.428571428571429,25,16,2020-04-01 00:00:00+00:00,104,28,321436,2020-04-25 00:00:00+00:00,25,262732,2020-05-02 00:00:00+00:00
25,WOAH remix,raullcabello2,,,,26,258766,2020-05-02 00:00:00+00:00,-1.0,26,6,2020-04-01 00:00:00+00:00,85,19,404458,2020-04-25 00:00:00+00:00,26,258766,2020-05-02 00:00:00+00:00
26,Float on the Sound (Ey),Tiagz,27807274.0,736948 Records DK,2019-09-13 00:00:00+00:00,27,235601,2020-05-02 00:00:00+00:00,-0.714285714285714,27,22,2020-04-27 00:00:00+00:00,71,22,368878,2020-04-25 00:00:00+00:00,27,235601,2020-05-02 00:00:00+00:00
27,mua mua,Miya쌤,,,,28,230546,2020-05-02 00:00:00+00:00,-0.142857142857143,28,3,2020-06-10 00:00:00+00:00,144,27,336397,2020-04-25 00:00:00+00:00,28,230546,2020-05-02 00:00:00+00:00
28,AhiChallenge,elrodcontreras,28459077.0,2020 Nfasis,2020-02-09 00:00:00+00:00,29,225958,2020-05-02 00:00:00+00:00,-0.714285714285714,29,5,2020-02-18 00:00:00+00:00,91,24,350341,2020-04-25 00:00:00+00:00,29,225958,2020-05-02 00:00:00+00:00
29,Kasih Slow,Nonna 3In1,,,,30,222619,2020-05-02 00:00:00+00:00,0.142857142857143,31,14,2020-06-02 00:00:00+00:00,93,31,287962,2020-04-25 00:00:00+00:00,30,222619,2020-05-02 00:00:00+00:00
30,BORED IN THE HOUSE,Curtis Roach,28844676.0,Curtis Roach,2020-03-23 00:00:00+00:00,31,221213,2020-05-02 00:00:00+00:00,3.85714285714286,30,5,2020-04-13 00:00:00+00:00,81,58,169132,2020-04-25 00:00:00+00:00,31,221213,2020-05-02 00:00:00+00:00
31,DJ Yames Mashup 2,dj_yames,,,,32,208719,2020-05-02 00:00:00+00:00,-1.71428571428571,33,2,2020-04-06 00:00:00+00:00,75,20,390268,2020-04-25 00:00:00+00:00,32,208719,2020-05-02 00:00:00+00:00
32,They Call Me Tiago (Her Name Is Margo),Tiagz,28667532.0,736948 Records DK,2020-02-27 00:00:00+00:00,33,208004,2020-05-02 00:00:00+00:00,-2.42857142857143,32,13,2020-04-24 00:00:00+00:00,46,16,454467,2020-04-25 00:00:00+00:00,33,208004,2020-05-02 00:00:00+00:00
33,Goyang Mama Muda,ateng,,,,34,203735,2020-05-02 00:00:00+00:00,-2.42857142857143,34,11,2020-04-20 00:00:00+00:00,81,17,434496,2020-04-25 00:00:00+00:00,34,203735,2020-05-02 00:00:00+00:00
34,Laxed (Siren Beat),Jawsh 685,29203381.0,Jawsh 685,2020-04-24 00:00:00+00:00,35,200328,2020-05-02 00:00:00+00:00,,35,11,2020-05-09 00:00:00+00:00,61,36,216017,2020-04-29 00:00:00+00:00,35,200328,2020-05-02 00:00:00+00:00
35,Instagram BLIND.SEE,blind.see,,,,36,197031,2020-05-02 00:00:00+00:00,,36,34,2020-05-03 00:00:00+00:00,55,40,201534,2020-04-29 00:00:00+00:00,36,197031,2020-05-02 00:00:00+00:00
36,feeling,BCD Studio-LI,,,,37,190328,2020-05-02 00:00:00+00:00,0.285714285714286,38,14,2020-02-12 00:00:00+00:00,150,39,224763,2020-04-25 00:00:00+00:00,37,190328,2020-05-02 00:00:00+00:00
37,Hit It,Yung Skrrt,28847010.0,-,2019-07-27 00:00:00+00:00,38,188668,2020-05-02 00:00:00+00:00,3.0,39,37,2020-05-04 00:00:00+00:00,97,59,162145,2020-04-25 00:00:00+00:00,38,188668,2020-05-02 00:00:00+00:00
38,Surrender,Natalie Taylor,14341447.0,Natalie Taylor,2015-10-29 00:00:00+00:00,39,187501,2020-05-02 00:00:00+00:00,-0.571428571428571,37,25,2020-06-10 00:00:00+00:00,121,35,239046,2020-04-25 00:00:00+00:00,39,187501,2020-05-02 00:00:00+00:00
39,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",,,,40,181669,2020-05-02 00:00:00+00:00,-2.71428571428571,40,16,2020-04-21 00:00:00+00:00,48,21,382502,2020-04-25 00:00:00+00:00,40,181669,2020-05-02 00:00:00+00:00
40,Boys Aint Sht by SAYGRACE Becky G Remix,goalsounds,,,,41,178052,2020-05-02 00:00:00+00:00,3.85714285714286,41,29,2020-05-04 00:00:00+00:00,57,68,147958,2020-04-25 00:00:00+00:00,41,178052,2020-05-02 00:00:00+00:00
41,Roses - Imanbek Remix,SAINt JHN,28795304.0,b1,2020-03-20 00:00:00+00:00,42,175605,2020-05-02 00:00:00+00:00,-0.857142857142857,42,31,2020-05-23 00:00:00+00:00,44,36,234995,2020-04-25 00:00:00+00:00,42,175605,2020-05-02 00:00:00+00:00
42,Make Some TikTok,TikTok,24008840.0,DANCEANDLOVE,2019-05-22 00:00:00+00:00,43,167541,2020-05-02 00:00:00+00:00,-0.428571428571429,43,29,2020-02-26 00:00:00+00:00,150,40,208858,2020-04-25 00:00:00+00:00,43,167541,2020-05-02 00:00:00+00:00
43,Sunday Best by Surfaces,rapidsongs,22259898.0,Surfaces Music,2019-01-06 00:00:00+00:00,45,161900,2020-05-02 00:00:00+00:00,-2.85714285714286,44,1,2020-03-10 00:00:00+00:00,65,25,346133,2020-04-25 00:00:00+00:00,45,161900,2020-05-02 00:00:00+00:00
44,Memories (Drinks Bring Back),Ajay Stephens,26849242.0,Creatives Of,2019-10-12 00:00:00+00:00,46,161259,2020-05-02 00:00:00+00:00,3.42857142857143,45,42,2020-04-29 00:00:00+00:00,132,70,146496,2020-04-25 00:00:00+00:00,46,161259,2020-05-02 00:00:00+00:00
45,Skechers,DripReport,28242824.0,1470214 Records DK,2020-01-12 00:00:00+00:00,48,149071,2020-05-02 00:00:00+00:00,-1.57142857142857,49,32,2020-04-13 00:00:00+00:00,79,37,228259,2020-04-25 00:00:00+00:00,48,149071,2020-05-02 00:00:00+00:00
46,Why Is Everything Chrome (Lean Swag Rock Wit It),King Critical,28853953.0,King Critical,2020-03-20 00:00:00+00:00,49,148099,2020-05-02 00:00:00+00:00,-2.14285714285714,50,15,2020-04-04 00:00:00+00:00,66,34,264158,2020-04-25 00:00:00+00:00,49,148099,2020-05-02 00:00:00+00:00
47,paparazzi,nickandsienna,,,,50,147420,2020-05-02 00:00:00+00:00,-2.57142857142857,48,8,2020-04-14 00:00:00+00:00,60,32,284121,2020-04-25 00:00:00+00:00,50,147420,2020-05-02 00:00:00+00:00
48,Goa Beach,Tony Kakkar,28457120.0,Desi Music Factory,2020-02-11 00:00:00+00:00,51,143757,2020-05-02 00:00:00+00:00,0.428571428571429,51,5,2020-05-09 00:00:00+00:00,80,54,174409,2020-04-25 00:00:00+00:00,51,143757,2020-05-02 00:00:00+00:00
49,Я дома,Даня Милохин,29186662.0,Wildjam Music,2020-04-24 00:00:00+00:00,52,136437,2020-05-02 00:00:00+00:00,,55,24,2020-06-02 00:00:00+00:00,53,55,138359,2020-05-01 00:00:00+00:00,52,136437,2020-05-02 00:00:00+00:00
50,Say So,Doja Cat,26951096.0,Kemosabe Records/RCA Records,2019-11-07 00:00:00+00:00,53,135617,2020-05-02 00:00:00+00:00,0.428571428571429,53,3,2020-02-12 00:00:00+00:00,108,56,173164,2020-04-25 00:00:00+00:00,53,135617,2020-05-02 00:00:00+00:00
51,Kesha - Take It Off,很傻的小沙雕｛鬼滅之刃｝,15674027.0,Universal Music Strategic Marketing,2010-10-08 00:00:00+00:00,55,133871,2020-05-02 00:00:00+00:00,-0.285714285714286,54,28,2020-04-01 00:00:00+00:00,103,53,176411,2020-04-25 00:00:00+00:00,55,133871,2020-05-02 00:00:00+00:00
52,Kalla Sohna Nai,Neha Kakkar,28796976.0,,,56,131544,2020-05-02 00:00:00+00:00,-1.71428571428571,57,19,2020-06-07 00:00:00+00:00,64,44,193901,2020-04-25 00:00:00+00:00,56,131544,2020-05-02 00:00:00+00:00
53,Safaera,Bad Bunny & Jowell & Randy & Nengo Flow,,,,57,131406,2020-05-02 00:00:00+00:00,,56,48,2020-05-05 00:00:00+00:00,63,54,176426,2020-04-26 00:00:00+00:00,57,131406,2020-05-02 00:00:00+00:00
54,Wip Wup (Remix),Việt Mix Night,,,,58,126861,2020-05-02 00:00:00+00:00,,61,53,2020-05-04 00:00:00+00:00,70,92,108666,2020-04-28 00:00:00+00:00,58,126861,2020-05-02 00:00:00+00:00
55,My Heart Went Oops,Tiagz,28464620.0,736948 Records DK,2020-01-29 00:00:00+00:00,59,124569,2020-05-02 00:00:00+00:00,-3.0,58,17,2020-04-01 00:00:00+00:00,84,38,225920,2020-04-25 00:00:00+00:00,59,124569,2020-05-02 00:00:00+00:00
56,Hips Dont Lie by Shakira,goalsounds,15778873.0,Now! Music,2015-06-19 00:00:00+00:00,60,123326,2020-05-02 00:00:00+00:00,-2.57142857142857,59,27,2020-04-09 00:00:00+00:00,99,42,200023,2020-04-25 00:00:00+00:00,60,123326,2020-05-02 00:00:00+00:00
57,#hiteverybeat,lulbabyynelii,,,,61,123321,2020-05-02 00:00:00+00:00,-4.42857142857143,63,4,2020-04-01 00:00:00+00:00,61,30,289150,2020-04-25 00:00:00+00:00,61,123321,2020-05-02 00:00:00+00:00
58,TraChallenge2,elrodcontreras,,,,62,122140,2020-05-02 00:00:00+00:00,-2.0,62,44,2020-04-20 00:00:00+00:00,57,48,190262,2020-04-25 00:00:00+00:00,62,122140,2020-05-02 00:00:00+00:00
59,Ты мой кайф,Джаро & Ханза,28330804.0,А+/Студия СОЮЗ,2020-01-29 00:00:00+00:00,63,120944,2020-05-02 00:00:00+00:00,-2.0,60,48,2020-04-28 00:00:00+00:00,97,49,185798,2020-04-25 00:00:00+00:00,63,120944,2020-05-02 00:00:00+00:00
60,Myself,Bazzi,19040153.0,iamcosmic,2018-04-12 00:00:00+00:00,64,117865,2020-05-02 00:00:00+00:00,3.57142857142857,64,48,2020-06-08 00:00:00+00:00,130,89,121890,2020-04-25 00:00:00+00:00,64,117865,2020-05-02 00:00:00+00:00
61,Without me By Lakhi Natt,Michael Luthra❤,,,,65,115754,2020-05-02 00:00:00+00:00,,66,62,2020-04-30 00:00:00+00:00,48,76,120165,2020-04-29 00:00:00+00:00,65,115754,2020-05-02 00:00:00+00:00
62,だめ演技力面接,まるこ,,,,66,115668,2020-05-02 00:00:00+00:00,3.71428571428571,65,49,2020-05-06 00:00:00+00:00,83,92,119343,2020-04-25 00:00:00+00:00,66,115668,2020-05-02 00:00:00+00:00
63,Chinese New Year (remix),Muhammad Rizal 🇮🇩,,,,67,112414,2020-05-02 00:00:00+00:00,-2.85714285714286,68,47,2020-04-25 00:00:00+00:00,52,47,191234,2020-04-25 00:00:00+00:00,67,112414,2020-05-02 00:00:00+00:00
64,Patatak,mihnea.craciun,,,,68,111257,2020-05-02 00:00:00+00:00,-1.0,71,28,2020-01-29 00:00:00+00:00,115,61,158018,2020-04-25 00:00:00+00:00,68,111257,2020-05-02 00:00:00+00:00
65,Dance Monkey,Tones and I,22955238.0,Bad Batch Records,2019-05-10 00:00:00+00:00,69,111082,2020-05-02 00:00:00+00:00,1.0,72,13,2020-06-09 00:00:00+00:00,107,76,142263,2020-04-25 00:00:00+00:00,69,111082,2020-05-02 00:00:00+00:00
66,Old Time Road,goalsounds,,,,70,109532,2020-05-02 00:00:00+00:00,-1.85714285714286,70,46,2020-04-23 00:00:00+00:00,67,57,170684,2020-04-25 00:00:00+00:00,70,109532,2020-05-02 00:00:00+00:00
67,Tình Sầu Thiên Thu Muôn Lối,Doãn Hiếu,,,,71,109278,2020-05-02 00:00:00+00:00,,73,61,2020-05-04 00:00:00+00:00,85,79,131858,2020-04-27 00:00:00+00:00,71,109278,2020-05-02 00:00:00+00:00
68,Back to the beat,Rizkyam_NEW,28457577.0,"Various Music Studios, TOO",2020-01-28 00:00:00+00:00,72,108837,2020-05-02 00:00:00+00:00,0.857142857142857,67,11,2020-03-10 00:00:00+00:00,84,78,141965,2020-04-25 00:00:00+00:00,72,108837,2020-05-02 00:00:00+00:00
69,Oh Nanana - Remix,dj 6rb & Bonde R300,14710643.0,Granfino produções,2017-03-22 00:00:00+00:00,73,108223,2020-05-02 00:00:00+00:00,-0.571428571428571,69,57,2020-04-13 00:00:00+00:00,88,69,147746,2020-04-25 00:00:00+00:00,73,108223,2020-05-02 00:00:00+00:00
70,triggering dog sounds,pat.tea.cakes,,,,74,102898,2020-05-02 00:00:00+00:00,-2.71428571428571,74,32,2020-04-14 00:00:00+00:00,80,55,174159,2020-04-25 00:00:00+00:00,74,102898,2020-05-02 00:00:00+00:00
71,If U Seek Amy,rapidsongs,,,,75,101703,2020-05-02 00:00:00+00:00,-4.14285714285714,77,46,2020-04-25 00:00:00+00:00,83,46,191785,2020-04-25 00:00:00+00:00,75,101703,2020-05-02 00:00:00+00:00
72,Treasure,jloveswebtoon13,15086820.0,Legacy Recordings,2014-04-21 00:00:00+00:00,76,100848,2020-05-02 00:00:00+00:00,-3.57142857142857,75,22,2020-04-01 00:00:00+00:00,80,51,181756,2020-04-25 00:00:00+00:00,76,100848,2020-05-02 00:00:00+00:00
73,Lagu Untuk Kamu,Alyssa Dezek,27345474.0,Xeno Music Sdn Bhd,2019-11-15 00:00:00+00:00,77,99008,2020-05-02 00:00:00+00:00,-4.85714285714286,81,21,2020-04-16 00:00:00+00:00,62,43,194699,2020-04-25 00:00:00+00:00,77,99008,2020-05-02 00:00:00+00:00
74,You Know I'll Go Get,Noeme  Bagundol,,,,78,98667,2020-05-02 00:00:00+00:00,-1.85714285714286,83,19,2020-04-05 00:00:00+00:00,73,65,155150,2020-04-25 00:00:00+00:00,78,98667,2020-05-02 00:00:00+00:00
75,Something New (feat. Ty Dolla $ign),Wiz Khalifa,16794851.0,Taylor Gang/Atlantic,2018-07-13 00:00:00+00:00,79,98585,2020-05-02 00:00:00+00:00,-2.14285714285714,79,18,2020-04-01 00:00:00+00:00,75,64,155312,2020-04-25 00:00:00+00:00,79,98585,2020-05-02 00:00:00+00:00
76,Semua berlalu remix,poniputra🔂,,,,80,98536,2020-05-02 00:00:00+00:00,-0.857142857142857,85,66,2020-04-19 00:00:00+00:00,73,74,142744,2020-04-25 00:00:00+00:00,80,98536,2020-05-02 00:00:00+00:00
77,321.. Mmuah..,TikTok Fashion,,,,81,97509,2020-05-02 00:00:00+00:00,3.14285714285714,78,29,2020-02-06 00:00:00+00:00,114,103,100612,2020-04-25 00:00:00+00:00,81,97509,2020-05-02 00:00:00+00:00
78,OUT WEST,JACKBOYS & Travis Scott,28009698.0,Cactus Jack / Epic,2019-12-27 00:00:00+00:00,82,97404,2020-05-02 00:00:00+00:00,-4.28571428571429,76,4,2020-03-09 00:00:00+00:00,75,52,178434,2020-04-25 00:00:00+00:00,82,97404,2020-05-02 00:00:00+00:00
79,Level Up,Ciara,20223938.0,Ciara,2018-07-18 00:00:00+00:00,83,97191,2020-05-02 00:00:00+00:00,-0.857142857142857,82,59,2020-04-29 00:00:00+00:00,91,77,142159,2020-04-25 00:00:00+00:00,83,97191,2020-05-02 00:00:00+00:00
80,What If (I Told You I Like You),Johnny Orlando & Mackenzie Ziegler,19251938.0,"UMG Recordings, Inc.",2018-06-15 00:00:00+00:00,84,96900,2020-05-02 00:00:00+00:00,-0.285714285714286,80,3,2020-08-05 00:00:00+00:00,103,82,130850,2020-04-25 00:00:00+00:00,84,96900,2020-05-02 00:00:00+00:00
81,ily (i love you baby),Surf Mesa,27755710.0,Surf Mesa,2019-11-26 00:00:00+00:00,86,95716,2020-05-02 00:00:00+00:00,4.85714285714286,87,27,2020-07-02 00:00:00+00:00,99,120,90782,2020-04-25 00:00:00+00:00,86,95716,2020-05-02 00:00:00+00:00
82,"1, 2, 3, 4 (One, Two, Three, Four) - Fun Elektro Mix",Funbeat,21819135.0,Gardenia Records,2012-01-01 00:00:00+00:00,87,95306,2020-05-02 00:00:00+00:00,5.14285714285714,89,31,2020-06-02 00:00:00+00:00,151,123,86024,2020-04-25 00:00:00+00:00,87,95306,2020-05-02 00:00:00+00:00
83,Dance Monkey,วิดีโอจีน,22955238.0,Bad Batch Records,2019-05-10 00:00:00+00:00,88,95119,2020-05-02 00:00:00+00:00,-1.14285714285714,84,50,2020-02-26 00:00:00+00:00,114,80,131737,2020-04-25 00:00:00+00:00,88,95119,2020-05-02 00:00:00+00:00
84,SICKO MODE,Travis Scott,20318958.0,Cactus Jack / Epic / Grand Hustle,2018-08-03 00:00:00+00:00,89,94111,2020-05-02 00:00:00+00:00,15.8571428571429,86,57,2020-07-21 00:00:00+00:00,58,200,51509,2020-04-25 00:00:00+00:00,89,94111,2020-05-02 00:00:00+00:00
85,Blow Your Mind (Mwahchallenge),Dua Lipa,12453530.0,Warner Bros.,2016-08-26 00:00:00+00:00,90,93400,2020-05-02 00:00:00+00:00,4.14285714285714,92,69,2020-05-09 00:00:00+00:00,61,119,91167,2020-04-25 00:00:00+00:00,90,93400,2020-05-02 00:00:00+00:00
86,Pump,Valentino Khan,16090524.0,Mad Decent,2017-05-26 00:00:00+00:00,91,92846,2020-05-02 00:00:00+00:00,-1.0,90,15,2020-02-17 00:00:00+00:00,152,84,125594,2020-04-25 00:00:00+00:00,91,92846,2020-05-02 00:00:00+00:00
87,You know I'll go get,vschtamaela,,,,92,90647,2020-05-02 00:00:00+00:00,-3.71428571428571,91,28,2020-04-13 00:00:00+00:00,79,66,153353,2020-04-25 00:00:00+00:00,92,90647,2020-05-02 00:00:00+00:00
88,They Call Me Tiago (Her Name Is Margo),Tiagz,28667532.0,736948 Records DK,2020-02-27 00:00:00+00:00,93,89487,2020-05-02 00:00:00+00:00,-4.42857142857143,94,33,2020-04-19 00:00:00+00:00,67,62,157915,2020-04-25 00:00:00+00:00,93,89487,2020-05-02 00:00:00+00:00
89,Funky Town,The Dance Queen Group,13336840.0,Blue music,2007-11-04 00:00:00+00:00,94,88710,2020-05-02 00:00:00+00:00,-1.57142857142857,95,21,2020-04-03 00:00:00+00:00,76,83,129625,2020-04-25 00:00:00+00:00,94,88710,2020-05-02 00:00:00+00:00
90,Boss Bitch,Doja Cat,28272063.0,Atlantic Records,2020-01-23 00:00:00+00:00,95,88474,2020-05-02 00:00:00+00:00,-0.714285714285714,93,30,2020-04-01 00:00:00+00:00,84,90,121500,2020-04-25 00:00:00+00:00,95,88474,2020-05-02 00:00:00+00:00
91,dudada dudada,FUNNY,,,,96,85168,2020-05-02 00:00:00+00:00,4.14285714285714,98,38,2020-06-27 00:00:00+00:00,146,125,83730,2020-04-25 00:00:00+00:00,96,85168,2020-05-02 00:00:00+00:00
92,Astronomia,Tony Igy,11831010.0,disco:wax,2016-09-02 00:00:00+00:00,98,83419,2020-05-02 00:00:00+00:00,10.4285714285714,99,72,2020-05-04 00:00:00+00:00,102,171,60242,2020-04-25 00:00:00+00:00,98,83419,2020-05-02 00:00:00+00:00
93,Audio de JuanDa,1_luismartinez_1,,,,99,82146,2020-05-02 00:00:00+00:00,-1.57142857142857,102,67,2020-04-01 00:00:00+00:00,88,88,123520,2020-04-25 00:00:00+00:00,99,82146,2020-05-02 00:00:00+00:00
94,Boom Boom Electro,にこぷん◢ ◤,,,,100,81791,2020-05-02 00:00:00+00:00,-4.0,97,16,2020-03-07 00:00:00+00:00,80,72,144147,2020-04-25 00:00:00+00:00,100,81791,2020-05-02 00:00:00+00:00
95,#PlankChallenge,chisa2122,,,,101,81725,2020-05-02 00:00:00+00:00,-1.42857142857143,100,44,2020-02-25 00:00:00+00:00,88,91,120688,2020-04-25 00:00:00+00:00,101,81725,2020-05-02 00:00:00+00:00
96,sun meri shehzaadi krishnasinghmusic,Krishna Singh,,,,102,78829,2020-05-02 00:00:00+00:00,-1.28571428571429,106,85,2020-04-19 00:00:00+00:00,58,93,117291,2020-04-25 00:00:00+00:00,102,78829,2020-05-02 00:00:00+00:00
97,Countdown,TikTok,,,,103,78731,2020-05-02 00:00:00+00:00,-0.285714285714286,104,40,2020-02-17 00:00:00+00:00,119,101,102024,2020-04-25 00:00:00+00:00,103,78731,2020-05-02 00:00:00+00:00
98,PONETE ASÍ,melojnico,,,,104,78248,2020-05-02 00:00:00+00:00,-1.42857142857143,105,82,2020-04-19 00:00:00+00:00,108,94,117239,2020-04-25 00:00:00+00:00,104,78248,2020-05-02 00:00:00+00:00
99,Suling Tari Ular,Oppo F1s Kudus,,,,105,78069,2020-05-02 00:00:00+00:00,-3.71428571428571,101,45,2020-04-02 00:00:00+00:00,88,79,140003,2020-04-25 00:00:00+00:00,105,78069,2020-05-02 00:00:00+00:00
